WSJ1829:0	[Silicon Valley] :[/LOCATION] heaved a sigh of relief yesterday .
WSJ1057:37	Next month , talks will begin on two coveted [CBS] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] contracts , for the pro and college basketball finals .

WSJ1057:38	[CBS] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] is likely to spend whatever it takes to keep them .

WSJ1057:40	A few months later , CBS 's college and pro football contracts come up for renewal ; they could go for close to $ 100 million more than [CBS] :[/GPE/COUNTRY,/GPE,/SUBSTANCE/DRUG,/GPE/CITY,/LOCATION,/FACILITY/AIRPORT,/LANGUAGE,/PRODUCT,/SUBSTANCE/FOOD,/SUBSTANCE,/WORK_OF_ART,/ORGANIZATION/CORPORATION,/WORK_OF_ART/BOOK,/ORGANIZATION,/EVENT,/ORGANIZATION/EDUCATIONAL,/EVENT/WAR,/DISEASE,/PERSON,/FACILITY,/SUBSTANCE/CHEMICAL,/FACILITY/ATTRACTION,/GPE/STATE_PROVINCE,/PRODUCT/VEHICLE,/ORGANIZATION/POLITICAL,/WORK_OF_ART/SONG] now pays , a 40 % to 50 % rise .

WSJ1057:41	`` What happens to those two basketball contracts will shape the next five years of network sports , '' says [Peter Lund] :[/PERSON] , a former [CBS Sports] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] president now at [Multimedia Inc .] :[/ORGANIZATION/CORPORATION,/ORGANIZATION]

WSJ1057:42	[J. William Grimes] :[/PERSON] , former president of [ESPN] :[/WORK_OF_ART] , says [NBC] :[/ORGANIZATION] may `` come in with a huge bid for college [basketball] :[/ORGANIZATION] to take it away from [CBS] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] and say , ` We can overbid , too . '

WSJ1057:45	Mr. [Pilson] :[/PERSON] is an unlikely big spender .

WSJ1057:46	In the mid-1980s , after [ABC] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] had just bid a record $ 309 million for the 1988 [Winter Games] :[/EVENT] , he sniped at rivals for paying reckless prices .

WSJ1057:47	`` I love [Pilson] :[/PERSON] , but he was the guy who complained most bitterly and loudly , '' says [Robert Wussler] :[/PERSON] , a former [CBS Sports] :[/ORGANIZATION] president .

WSJ1057:49	Rivals carp at `` the principle of [Pilson] :[/PERSON] , '' as [NBC] :[/ORGANIZATION] 's [Arthur Watson] :[/PERSON] once put it -- `` he 's always expounding that rights are too high , then he 's going crazy . ''

WSJ1057:50	But the 49-year-old Mr. [Pilson] :[/PERSON] is hardly a man to ignore the numbers .

WSJ1057:51	A [Yale] :[/ORGANIZATION] law school graduate , he began his career in corporate law and then put in years at [Metromedia Inc.] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] and the [William Morris] :[/PERSON] talent agency .

WSJ1057:52	In 1976 , he joined [CBS Sports] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] to head business affairs and , five years later , became its president .

WSJ1057:53	Mr. [Pilson] :[/PERSON] says that when he spoke out a few years ago , `` I did n't say forever , and I did n't say every property . ''

WSJ1057:55	And he is n't the only big spender : [NBC] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] will pay a record $ 401 million for the 1992 [Summer Games] :[/ORGANIZATION/GOVERNMENT,/ORGANIZATION] , and [ESPN] :[/WORK_OF_ART] , 80 % - owned by [Capital Cities\/ABC] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] , will shell out $ 400 million for four years of [baseball] :[/ORGANIZATION] , airing 175 regular-season games a year .

WSJ1057:58	Maybe we recognize values the other guys do n't , '' Mr. [Pilson] :[/PERSON] says .

WSJ1057:59	Mr. [Pilson] :[/PERSON] 's `` Major Events '' strategy jelled after Mr. [Tisch] :[/PERSON] took over .

WSJ1057:60	Mr. Pilson recalls that in April 1986 , after [CBS] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] 's annual meeting in [Philadelphia] :[/GPE,/GPE/CITY] , he and Mr. [Tisch] :[/PERSON] took the 90-minute train ride back to [New York] :[/GPE] , and Mr. [Pilson] :[/PERSON] used this extended private audience to outline his ambitions .

WSJ1057:61	Mr. [Tisch] :[/PERSON] , a billionaire in hotels and finance , was just learning the TV business .

WSJ1057:62	Five months later , Mr. [Tisch] :[/PERSON] took over as [CBS] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] 's chief executive , and soon he was wielding sole approval each time Mr. [Pilson] :[/PERSON] scribbled a frighteningly large figure on a slip of paper , sealed it in an envelope and gave it to sports negotiators .

WSJ1057:63	Then , in May 1988 , Mr. [Tisch] :[/PERSON] urgently needed to make a bold statement to quell rumors that he might sell the network .

WSJ1057:64	Mr. [Pilson] :[/PERSON] gave him one : He bid $ 243 million for rights to the 1992 [Winter Games] :[/ORGANIZATION/GOVERNMENT,/ORGANIZATION] in [Albertville] :[/GPE,/GPE/CITY] , [France] :[/GPE/COUNTRY,/GPE] ; [ABC] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] and [NBC] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] would n't bid even $ 200 million .

WSJ1057:66	The `` Major Events '' strategy , Mr. [Pilson] :[/PERSON] says , is designed to notch a place for [CBS] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] on the crowded TV dial of the 1990s .

WSJ1057:69	Next October , [CBS] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] , for the first time , wo n't have to start the season against the much-watched American and National baseball league championships and the [World Series] :[/EVENT] .

WSJ1057:70	[Jonathan Rodgers] :[/PERSON] , who runs [WBBM-TV] :[/ORGANIZATION] , the CBS-owned station in [Chicago] :[/GPE,/GPE/CITY] .

WSJ1057:71	Even if [baseball] :[/ORGANIZATION] triggers losses at [CBS] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] -- and he does n't think it will -- `` I 'd rather see the games on our air than on [NBC] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] and [ABC] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] , '' he says .

WSJ1057:73	Regular TV series ratings have slumped in the past five years , and premiering new shows is `` a crap shoot , '' Mr. [Pilson] :[/PERSON] says .

WSJ1057:74	But top sports events are still a strong bet to lure audiences 30 % or 40 % larger than those [CBS] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] usually gets .

WSJ1057:75	Mr. [Pilson] :[/PERSON] says [baseball] :[/ORGANIZATION] and the [Olympics] :[/EVENT] may help [CBS] :[/ORGANIZATION] move up to No . 2 in the household ratings race , putting pizazz back into the network 's image .

WSJ1057:76	And the [Winter Olympics] :[/EVENT] will air during the February `` sweeps , '' when ratings are used to set ad rates for local stations .

WSJ1057:77	That will please once-grumpy affiliates -- another aim of the [Pilson] :[/PERSON] plan .

WSJ1057:79	[CBS] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] will air the [Super Bowl] :[/EVENT] , baseball playoffs , college and pro basketball finals and other premier sports events .

WSJ1057:80	`` It 's made me more committed to CBS , '' says [Philip A. Jones] :[/PERSON] , the president of [Meredith Corp.] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] 's broadcast group , which has two [CBS] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] affiliates .

WSJ1057:81	The [CBS] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] plan to use big-time sports as a platform for other series carries no guarantee of success , however .

WSJ1057:83	`` In this market of 40 channels , sophisticated viewers and the remote control , trial is n't a guarantee of anything , '' [ESPN] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] 's Mr. [Werner] :[/PERSON] says .

WSJ1057:85	During the 1984 [Summer Games] :[/GPE] , for example , [ABC] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] touted `` [Call to Glory] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] , '' but the military drama was missing in action within weeks .

WSJ1057:86	Last October , during the 1988 [Summer Games] :[/EVENT] , [NBC] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] relentlessly pitched a new series , `` [Tattingers] :[/WORK_OF_ART] . ''

WSJ1057:89	Though [CBS] :[/ORGANIZATION] might move up to No . 2 in household ratings , most advertisers buy based on ratings for women aged 18 to 49 .

WSJ1057:90	[CBS] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] may remain a distant No . 3 in that regard .

WSJ1057:91	Nor is [CBS] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] a shoo-in to get blockbuster ratings .

WSJ1057:92	In recent years , the [World Series] :[/EVENT] and the [Olympics] :[/EVENT] were aired against [CBS] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] 's last-place lineup .

WSJ1057:93	But [CBS] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] will put the athletes up against [Bill Cosby] :[/PERSON] , `` [Cheers] :[/WORK_OF_ART] '' and other shows in [NBC] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] 's No . 1 schedule .

WSJ1057:96	It alone is n't likely to stop a station from dumping [CBS] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] shows .

WSJ1057:97	`` The [World Series] :[/EVENT] , seven nights , was n't enough of an incentive , '' says [Arnold Klinsky] :[/PERSON] of [WHEC-TV] :[/ORGANIZATION] in [Rochester] :[/GPE,/GPE/CITY] , which dropped [CBS] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] for [NBC] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] six weeks ago .

WSJ1057:99	The intangible benefits may prove extremely costly if [CBS] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] ca n't avoid big losses on the sports coverage itself .

WSJ1057:101	On the $ 1.06 billion baseball agreement alone , CBS is likely to lose $ 250 million in four years , contends Mr. [Wussler] :[/PERSON] , the former [CBS] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] man , now at [Comsat Inc .] :[/ORGANIZATION/CORPORATION,/ORGANIZATION]

WSJ1057:103	Mr. [Pilson] :[/PERSON] calls that loss estimate `` wildly inaccurate , '' conceding only that [CBS] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] will lose money on [baseball] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] in the first year .

WSJ1057:105	But Mr. [Tisch] :[/ORGANIZATION] expects losses in all four years of the contract , he told [U.S.] :[/ORGANIZATION/GOVERNMENT,/ORGANIZATION] senators last June .

WSJ1057:106	[CBS] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] will pay an average of $ 82 million more each year than [ABC] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] and [NBC] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] had paid together -- and those two networks expect losses on [baseball] :[/ORGANIZATION] this season .

WSJ1057:107	Yet [CBS] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] will air only 12 regular-season games , 26 fewer than [ABC] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] and [NBC] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] .

WSJ1057:109	It also indicates a $ 50 million drop in ad sales for regular-season games -- a risk [CBS] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] took to get an unprecedented lock on all playoff games .

WSJ1057:112	[CBS] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] signed [General Motors] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] and [Toyota] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] to be the only auto-maker sponsors in [baseball] :[/ORGANIZATION] for four years .

WSJ1057:114	But ad executives who negotiated the deal say that works out to only $ 275,000 for a 30-second ad in the [World Series] :[/EVENT] through 1993 -- 17 % less than what [ABC] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] is charging for the Series this month .

WSJ1057:115	[] :[/WORK_OF_ART,/WORK_OF_ART/BOOK] [Arnold Chase] :[/PERSON] of [Bozell Inc .] :[/ORGANIZATION/CORPORATION,/ORGANIZATION]

WSJ1057:117	The [Winter Games] :[/GPE] outlook also is mixed .

WSJ1057:118	[CBS] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] expects to make modest profits , but rivals contend that it will take a beating .

WSJ1057:119	[ABC] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] lost $ 75 million on the 1988 [Winter Games] :[/ORGANIZATION/GOVERNMENT,/ORGANIZATION] , partly because of its $ 309 million rights fee .

WSJ1057:120	It aired 94.5 hours of mostly live events in [Calgary] :[/GPE] -- helping raise ratings slightly from 1984 -- but still failed to deliver the audience promised to advertisers .

WSJ1057:121	[CBS] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] will add 25 hours to that load in 1992 , and ratings could be hurt by a lack of live events .

WSJ1057:122	All prime-time fare will be on tape-delay because of time differences with [Norway] :[/GPE/COUNTRY,/GPE] , so the results can be announced on the 6 o'clock news .

WSJ1057:123	( [Turner Broadcasting] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] will pay CBS $ 25 million to air 50 hours of [CBS] :[/GPE/COUNTRY,/GPE,/SUBSTANCE/DRUG,/ORGANIZATION/GOVERNMENT,/LOCATION,/LANGUAGE,/PRODUCT,/PLANT,/SUBSTANCE/FOOD,/SUBSTANCE,/WORK_OF_ART,/ORGANIZATION/CORPORATION,/ORGANIZATION,/EVENT,/ORGANIZATION/EDUCATIONAL,/EVENT/WAR,/DISEASE,/PERSON,/FACILITY,/FACILITY/ATTRACTION,/GPE/STATE_PROVINCE,/PRODUCT/VEHICLE,/WORK_OF_ART/SONG] coverage plus 50 hours of additional events . )

WSJ1057:124	[Barry Frank] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] , the agent who took Mr. [Pilson] :[/PERSON] to lunch last March , says that even if [CBS] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] loses , say , $ 10 million , it matters little .

WSJ1057:125	`` Ten million ai n't jack , man , when you got $ 3 billion sitting in the bank , '' says Mr. [Frank] :[/PERSON] , senior vice president at [International Management Group] :[/ORGANIZATION] , citing [CBS] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] 's enormous cash reserves from selling off various businesses .

WSJ1057:127	Moreover , sports has `` claimed its place '' as a guaranteed ratings-getter , says [David J. Stern] :[/PERSON] , the commissioner of the [National Basketball Association] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] .

WSJ1057:130	That 's easy for him to say : [CBS] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] 's four-year [NBA] :[/ORGANIZATION] pact , now at $ 176 million for four years , could double in price by the time his talks with Mr. [Pilson] :[/PERSON] are completed later this month .

WSJ1057:131	That would cut into [CBS] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] 's slim margin for profit -- and error .

WSJ1057:132	[CBS Sports] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] earned $ 50 million or so last year .

WSJ1057:133	And [CBS] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] takes in the least money in prime time ; [ABC] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] and [NBC] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] charge 30 % to 35 % more for ads , according to a [Variety] :[/PERSON] survey .

WSJ1057:134	But CBS 's costs are huge , and the risks go up with each new sports package that [CBS] :[/GPE/COUNTRY,/GPE,/SUBSTANCE/DRUG,/GPE/CITY,/ORGANIZATION/GOVERNMENT,/LOCATION,/FACILITY/AIRPORT,/LANGUAGE,/PRODUCT,/PLANT,/SUBSTANCE/FOOD,/SUBSTANCE,/WORK_OF_ART,/ORGANIZATION/CORPORATION,/ORGANIZATION,/EVENT,/PRODUCT/WEAPON,/ORGANIZATION/EDUCATIONAL,/EVENT/WAR,/DISEASE,/PERSON,/FACILITY,/SUBSTANCE/CHEMICAL,/FACILITY/ATTRACTION,/GPE/STATE_PROVINCE,/LAW,/ORGANIZATION/POLITICAL,/WORK_OF_ART/SONG] locks up .

WSJ1057:136	[CBS] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] hopes to save money by ordering fewer episodes of regular series because sports will fill up a few weeks of prime time .

WSJ1057:138	Each hour of [Olympics] :[/EVENT] and [baseball] :[/ORGANIZATION] in prime time will cost [CBS] :[/ORGANIZATION] $ 2.6 million to $ 2.8 million ; an hour-long drama costs only $ 900,000 , and it is aired twice .

WSJ1057:139	CBS may cushion losses with about $ 200 million a year in interest earned on the proceeds from selling [CBS Records] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] Records and other businesses .

WSJ1057:140	But media-stock analyst [Richard J. MacDonald] :[/PERSON] of [MacDonald Grippo Riely] :[/PERSON] says Wall Street wo n't take kindly to that .

WSJ1057:142	When Mr. [Pilson] :[/PERSON] is asked directly -- can you make money on all this ? -- he does n't exactly say yes .

WSJ1063:0	[Toshiba Corp.] :[/ORGANIZATION] said its new French marketing concern has started operating under the aegis of the company 's West German subsidiary , which formerly handled all sales of [Toshiba] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] electronic products in [France] :[/GPE/COUNTRY,/GPE] .

WSJ1063:1	A recent change in French law , according to [Toshiba] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] , permitted formation of the semiconductor marketing arm in [Paris] :[/LOCATION] .

WSJ1068:0	[Kennametal Inc.] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] said it intends to acquire J & amp ; L America Inc. for $ 44 million plus a consideration of as much as an additional $ 12 million , payable over five years .

WSJ1068:1	[Kennametal] :[/ORGANIZATION] is a carbide-products and cutting-tools company .

WSJ1068:2	[Detroit] :[/GPE,/GPE/CITY] , is a mail-order distributer of industrial tools and supplies .

WSJ1068:3	The acquisition is subject to approval by [Kennametal] :[/ORGANIZATION] 's board .

WSJ1074:0	[Maxicare Health Plans Inc.] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] , operating under [Chapter 11] :[/WORK_OF_ART] bankrupty-law protection , outlined terms of its reorganization plan that calls for creditors and shareholders to receive at least $ 78.8 million in cash and $ 67 million face amount of 10-year , 13.5 % notes .

WSJ1074:1	The plan , outlined in a filing with the [Securities and Exchange Commission] :[/ORGANIZATION/GOVERNMENT,/ORGANIZATION] , also calls for creditors and shareholders to receive common stock and warrants in the new company .

WSJ1074:3	[Maxicare] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] , which filed for bankruptcy protection March 16 , has total debt of $ 750 million .

WSJ1074:4	The company has promptly paid all its expenses and obligations since March 16 , a [Maxicare] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] spokesman said .

WSJ1074:5	General unsecured creditors of [Maxicare] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] 's continuing operations initially will receive $ 47 million in cash , $ 35 million face amount of senior notes , and 49 % of the new company 's stock .

WSJ1074:7	General unsecured creditors of [Maxicare] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] 's discontinued operations , whose claims total $ 110 million , initially will receive $ 17.8 million in cash and $ 10 million in senior notes .
